,nome_jogador,nota_geral,nota_potencial,valor_eur,salario_eur,idade,altura_cm,peso_kg,pe_fraco,habilidade,rescisao_eur,ritmo,chute,passe,drible,defesa,fisico,mentalidade_visao,mentalidade_compostura,mentalidade_posicionamento,poder_salto,poder_stamina,poder_forca,posicao
6172,F. Bradarić,69,69,1400000.0,18000.0,29,185,77,3,2,2400000.0,56.0,52.0,70.0,66.0,68.0,70.0,71,66,46,65,72,71,Meio campo
6173,N. Milunović,69,69,900000.0,7000.0,32,193,86,3,2,1800000.0,53.0,39.0,43.0,48.0,70.0,74.0,40,58,45,71,62,82,Zagueiro
6174,Y. Meriah,69,71,1500000.0,550.0,27,188,83,2,2,3300000.0,71.0,49.0,51.0,58.0,70.0,72.0,46,54,38,87,65,74,Zagueiro
6175,K. Parks,69,75,2200000.0,4000.0,23,191,81,3,3,3700000.0,35.0,62.0,65.0,68.0,64.0,71.0,67,74,69,39,71,74,Meio campo
6177,M. Retegui,69,77,3200000.0,7000.0,22,186,86,3,2,5400000.0,61.0,68.0,52.0,65.0,33.0,72.0,56,68,70,76,61,82,Atacante
6179,F. Moyano,69,74,2100000.0,6000.0,23,171,70,3,3,3300000.0,68.0,54.0,67.0,70.0,65.0,71.0,65,67,61,68,74,70,Meio campo
6181,M. Ljujić,69,70,1600000.0,5000.0,27,185,78,2,3,2100000.0,62.0,67.0,69.0,71.0,56.0,69.0,71,70,68,34,67,76,Meio campo
6182,M. Dräger,69,74,1900000.0,19000.0,25,178,74,3,3,3800000.0,80.0,59.0,60.0,67.0,64.0,62.0,56,56,60,49,69,56,Zagueiro
6183,A. Almendra,69,79,3100000.0,6000.0,21,182,78,2,3,5000000.0,65.0,59.0,67.0,68.0,60.0,61.0,72,62,62,46,63,66,Meio campo
6184,Carlos Miguel,69,75,1800000.0,8000.0,24,192,88,3,1,,,,,,,,44,36,5,54,25,70,Goleiro
6185,Y. Wakizaka,69,72,1800000.0,7000.0,26,172,68,3,2,2500000.0,62.0,65.0,71.0,70.0,47.0,57.0,72,67,67,53,71,56,Meio campo
6188,F. Vera,69,83,3400000.0,5000.0,21,179,74,3,3,7200000.0,66.0,57.0,69.0,69.0,62.0,64.0,71,73,58,51,73,62,Meio campo
6189,G. Lódico,69,76,2800000.0,7000.0,23,173,63,3,3,,76.0,58.0,70.0,75.0,55.0,57.0,69,70,63,59,70,49,Meio campo
6190,T. Bunmathan,69,69,1000000.0,6000.0,31,171,62,3,3,1300000.0,71.0,60.0,67.0,69.0,64.0,61.0,65,65,62,71,79,46,Zagueiro
6192,M. Mihojević,69,74,1800000.0,6000.0,25,188,78,3,2,3700000.0,59.0,39.0,48.0,48.0,69.0,70.0,48,70,33,75,54,76,Zagueiro
6194,A. Dovbyk,69,75,,,24,184,76,3,3,,74.0,66.0,48.0,62.0,28.0,70.0,39,56,72,70,62,76,Atacante
6196,S. Ambrosius,69,78,2900000.0,6000.0,22,182,80,2,2,5200000.0,68.0,30.0,45.0,52.0,68.0,77.0,32,56,30,86,59,84,Zagueiro
6197,B. Bye,69,72,1700000.0,4000.0,25,183,79,3,2,2700000.0,77.0,57.0,59.0,64.0,65.0,73.0,53,63,58,82,81,73,Zagueiro
6199,N. Ferguson,69,77,2900000.0,15000.0,20,178,70,3,2,6100000.0,64.0,36.0,54.0,64.0,68.0,68.0,39,68,36,68,70,69,Zagueiro
6201,K. Sessa,69,76,2700000.0,9000.0,20,175,70,3,3,4900000.0,78.0,58.0,69.0,74.0,61.0,56.0,67,65,58,72,75,45,Meio campo
6202,J. Mora,69,69,1300000.0,4000.0,28,171,60,2,3,2000000.0,78.0,47.0,57.0,66.0,66.0,67.0,55,59,53,68,75,61,Zagueiro
6203,Hugo Duro,69,81,3500000.0,10000.0,21,180,76,3,3,,72.0,69.0,44.0,71.0,29.0,58.0,49,63,69,71,54,67,Atacante
6204,F. Apaolaza,69,74,2100000.0,6000.0,24,187,79,3,2,3300000.0,68.0,70.0,51.0,62.0,35.0,66.0,56,69,71,72,67,72,Atacante
6206,M. Wintzheimer,69,75,2300000.0,7000.0,22,180,77,5,2,4100000.0,67.0,69.0,64.0,68.0,27.0,68.0,70,55,73,72,70,71,Atacante
6209,L. Perrin,69,74,1900000.0,13000.0,22,187,71,2,2,,47.0,35.0,49.0,54.0,71.0,69.0,36,61,23,71,67,73,Zagueiro
6210,T. Badaloni,69,78,3200000.0,5000.0,21,186,82,3,2,5400000.0,60.0,69.0,51.0,62.0,28.0,68.0,56,55,72,77,62,80,Atacante
6211,A. Carrasquilla,69,77,3100000.0,4000.0,22,170,64,3,2,,73.0,61.0,64.0,72.0,57.0,66.0,68,68,67,77,77,61,Meio campo
6213,R. Giles,69,79,3000000.0,20000.0,21,183,72,2,3,,89.0,55.0,64.0,68.0,57.0,63.0,58,58,50,57,77,59,Lateral
6215,K. Scherpen,69,81,3000000.0,12000.0,21,202,85,5,1,6300000.0,,,,,,,34,51,8,42,37,69,Goleiro
6216,M. Hiller,69,76,2400000.0,1000.0,24,189,89,3,1,4000000.0,,,,,,,27,14,6,62,19,52,Goleiro
6218,O. Darfalou,69,70,1600000.0,9000.0,27,184,80,3,3,2500000.0,75.0,70.0,46.0,67.0,37.0,74.0,44,67,69,83,72,77,Atacante
6219,O. Kanté,69,69,950000.0,4000.0,31,182,81,3,2,1700000.0,40.0,35.0,49.0,53.0,68.0,81.0,47,65,43,80,75,87,Zagueiro
6220,B. Stillhart,69,70,1600000.0,6000.0,27,177,76,4,2,2400000.0,65.0,61.0,67.0,73.0,62.0,72.0,72,67,65,85,77,71,Meio campo
6222,Jesús Jiménez,69,69,1500000.0,5000.0,27,183,80,4,4,2000000.0,80.0,66.0,64.0,72.0,37.0,69.0,66,70,70,73,80,75,Atacante
6223,D. Undav,69,73,2000000.0,8000.0,24,178,86,5,3,3100000.0,61.0,73.0,53.0,68.0,31.0,73.0,51,61,69,66,59,83,Atacante
6224,Jorge Félix,69,69,1400000.0,10000.0,29,175,68,4,4,2800000.0,75.0,68.0,67.0,72.0,29.0,57.0,71,73,73,72,70,60,Atacante
6225,A. Gojak,69,75,2200000.0,500.0,24,184,75,4,3,5300000.0,69.0,66.0,67.0,69.0,62.0,77.0,68,81,72,57,76,80,Meio campo
6226,T. Teuma,69,70,1600000.0,8000.0,27,176,72,5,3,2400000.0,69.0,69.0,71.0,72.0,61.0,67.0,71,70,69,67,72,62,Meio campo
6227,A. Shabanov,69,70,1300000.0,500.0,29,190,83,3,2,3000000.0,61.0,24.0,55.0,50.0,70.0,71.0,28,63,20,65,68,74,Zagueiro
6228,Pol Lozano,69,79,3100000.0,7000.0,21,176,68,3,3,,73.0,58.0,66.0,69.0,62.0,69.0,73,64,64,60,76,63,Meio campo
6229,C. Kobald,69,74,1900000.0,6000.0,23,186,80,4,2,3100000.0,72.0,26.0,54.0,54.0,70.0,70.0,61,51,29,83,61,76,Zagueiro
6232,Y. Takaoka,69,72,1400000.0,5000.0,25,181,72,2,1,1900000.0,,,,,,,32,21,6,51,18,61,Goleiro
6233,Elady,69,69,1400000.0,6000.0,30,176,75,4,3,2200000.0,74.0,69.0,65.0,66.0,39.0,67.0,66,52,70,76,64,72,Atacante
6234,L. Czyborra,69,76,2700000.0,7000.0,22,178,72,3,2,,85.0,48.0,60.0,69.0,61.0,66.0,47,64,62,60,72,64,Zagueiro
6237,M. Busi,69,75,2100000.0,9000.0,21,182,75,3,2,4200000.0,73.0,49.0,59.0,71.0,63.0,68.0,47,58,61,73,74,66,Zagueiro
6239,Stoichkov,69,70,1600000.0,6000.0,27,178,71,3,4,2700000.0,72.0,71.0,67.0,70.0,46.0,63.0,66,64,70,53,66,67,Atacante
6240,Diego Pituca,69,69,1400000.0,5000.0,28,175,69,3,3,1800000.0,62.0,63.0,69.0,68.0,65.0,66.0,72,70,55,55,77,59,Meio campo
6242,M. Bauer,69,77,2900000.0,8000.0,21,189,84,3,2,5800000.0,47.0,26.0,47.0,49.0,70.0,71.0,38,53,22,77,64,78,Zagueiro
6243,Luca Sangalli,69,71,1700000.0,4000.0,26,167,74,3,3,2800000.0,73.0,62.0,69.0,72.0,59.0,62.0,65,66,72,65,54,66,Meio campo
6244,Guerrero,69,77,3000000.0,7000.0,23,174,67,3,2,5000000.0,72.0,52.0,62.0,62.0,66.0,64.0,56,54,65,64,71,60,Zagueiro
6245,J. Shackleton,69,79,3100000.0,23000.0,21,168,65,3,3,6500000.0,80.0,46.0,67.0,73.0,62.0,68.0,63,72,63,60,85,60,Meio campo
6246,A. Kutucu,69,78,3200000.0,14000.0,21,181,76,4,3,7000000.0,78.0,69.0,58.0,69.0,41.0,69.0,53,63,68,63,63,71,Atacante
6247,J. Lawrence,69,70,1300000.0,9000.0,28,188,81,3,2,2100000.0,61.0,29.0,62.0,57.0,70.0,72.0,59,66,37,52,63,80,Zagueiro
6250,L. Binks,69,81,3100000.0,7000.0,19,188,86,3,2,5900000.0,50.0,29.0,49.0,53.0,67.0,80.0,40,53,24,73,71,86,Zagueiro
6251,H. Calcaterra,69,69,1100000.0,550.0,32,177,72,3,3,2400000.0,66.0,58.0,71.0,70.0,60.0,63.0,70,72,61,62,80,58,Meio campo
6252,Andrés Martín,69,80,3200000.0,8000.0,21,170,66,5,3,7700000.0,78.0,69.0,65.0,69.0,27.0,64.0,58,62,70,63,70,66,Atacante
6253,Á. Preciado,69,75,2100000.0,6000.0,23,173,73,3,3,3600000.0,84.0,59.0,59.0,69.0,63.0,63.0,50,64,60,58,82,65,Zagueiro
6254,Iñaki Peña,69,80,2700000.0,29000.0,22,184,78,3,1,6100000.0,,,,,,,39,38,5,64,27,54,Goleiro
6255,M. Pulkrab,69,73,2000000.0,500.0,24,182,78,2,2,4600000.0,71.0,67.0,54.0,62.0,31.0,74.0,59,55,70,72,59,78,Atacante
6258,M. Suárez,69,73,1800000.0,10000.0,25,182,80,4,2,3700000.0,74.0,43.0,59.0,63.0,65.0,73.0,44,61,53,72,73,69,Zagueiro
6259,Y. Suzuki,69,69,1200000.0,3000.0,28,184,73,3,2,1500000.0,52.0,37.0,48.0,51.0,70.0,74.0,37,54,31,72,74,76,Zagueiro
6261,F. Girotti,69,79,3200000.0,8000.0,22,190,84,3,2,5100000.0,69.0,68.0,48.0,64.0,31.0,72.0,51,68,73,72,64,82,Atacante
6262,Javi Mier,69,78,3100000.0,5000.0,22,176,65,3,2,5600000.0,71.0,62.0,69.0,70.0,66.0,67.0,70,67,68,75,72,63,Meio campo
6263,Álvaro Valles,69,76,2400000.0,3000.0,23,191,82,2,1,4300000.0,,,,,,,30,27,9,41,40,57,Goleiro
6264,S. Abdulhamid,69,77,3000000.0,11000.0,21,175,70,3,2,5700000.0,84.0,44.0,58.0,66.0,61.0,65.0,46,49,65,64,85,59,Zagueiro
6266,I. Coulibaly,69,80,3000000.0,10000.0,20,183,68,4,4,,80.0,65.0,63.0,71.0,63.0,67.0,68,67,68,62,81,61,Meio campo
6267,Campuzano,69,75,2200000.0,5000.0,24,174,72,3,3,4000000.0,79.0,69.0,59.0,71.0,19.0,65.0,55,62,72,72,71,66,Atacante
6268,D. Pines,69,78,2900000.0,3000.0,23,196,91,3,2,4900000.0,71.0,22.0,39.0,45.0,70.0,77.0,32,50,26,70,71,84,Zagueiro
6270,C. Oliva,69,73,1900000.0,14000.0,25,178,75,3,2,3400000.0,58.0,59.0,68.0,68.0,69.0,66.0,68,64,58,53,60,67,Meio campo
6272,M. Hanousek,69,69,1300000.0,500.0,28,182,74,2,2,,84.0,44.0,59.0,66.0,62.0,74.0,59,60,58,72,83,73,Zagueiro
6273,J. Ngakia,69,81,3200000.0,15000.0,20,178,73,2,2,6700000.0,73.0,28.0,50.0,65.0,67.0,63.0,32,54,47,68,66,60,Zagueiro
6274,J. Araujo,69,80,2900000.0,2000.0,19,175,70,2,2,4900000.0,80.0,33.0,60.0,69.0,64.0,66.0,57,62,65,69,75,57,Zagueiro
6276,V. Crețu,69,69,975000.0,8000.0,32,176,71,2,2,1400000.0,84.0,39.0,55.0,61.0,64.0,80.0,57,62,59,71,89,74,Zagueiro
6277,I. Panțîru,69,72,1700000.0,7000.0,25,179,74,3,2,2500000.0,82.0,52.0,61.0,65.0,62.0,74.0,56,59,61,68,85,70,Zagueiro
6278,R. Radunović,69,69,1200000.0,8000.0,29,183,77,3,2,1700000.0,77.0,53.0,62.0,60.0,65.0,77.0,58,64,59,63,81,80,Zagueiro
6282,P. Maslov,69,78,3000000.0,15000.0,21,184,75,3,2,5400000.0,76.0,33.0,59.0,60.0,67.0,65.0,46,53,55,65,68,64,Zagueiro
6284,J. Mellot,69,70,1500000.0,5000.0,27,178,77,3,3,2500000.0,79.0,42.0,56.0,65.0,64.0,74.0,42,56,52,59,91,71,Zagueiro
6285,A. Hickey,69,82,3200000.0,7000.0,19,175,72,5,2,7400000.0,69.0,50.0,65.0,67.0,66.0,56.0,66,70,50,64,73,51,Zagueiro
6286,L. Kilian,69,76,2600000.0,8000.0,21,192,91,3,2,,58.0,37.0,56.0,52.0,69.0,72.0,48,69,33,61,62,81,Zagueiro
6287,K. Koné,69,82,3300000.0,9000.0,20,185,80,3,3,7700000.0,71.0,57.0,66.0,74.0,63.0,70.0,70,70,65,70,73,68,Meio campo
6288,D. Abels,69,73,1900000.0,4000.0,24,179,77,3,2,2900000.0,58.0,43.0,54.0,62.0,68.0,71.0,36,65,43,65,75,71,Zagueiro
6289,Anderson Oliveira,69,78,3100000.0,10000.0,23,186,85,4,3,5400000.0,76.0,69.0,58.0,66.0,27.0,70.0,59,63,68,62,75,71,Atacante
6290,M. Noubissi,69,74,2100000.0,6000.0,24,180,87,4,2,3200000.0,82.0,68.0,54.0,68.0,35.0,80.0,58,63,69,85,70,87,Atacante
6292,O. Ceylan,69,69,1200000.0,7000.0,30,174,72,2,2,2400000.0,78.0,31.0,63.0,66.0,63.0,63.0,52,57,62,57,68,63,Lateral
6296,B. Pichler,69,76,2800000.0,11000.0,23,184,87,3,3,5000000.0,71.0,67.0,63.0,64.0,33.0,67.0,60,52,67,78,69,78,Atacante
6297,P. Cucchi,69,69,1400000.0,7000.0,28,180,80,4,2,2000000.0,78.0,67.0,61.0,69.0,37.0,71.0,66,64,67,67,78,71,Atacante
6298,L. Brassier,69,76,2600000.0,6000.0,21,184,78,2,2,5700000.0,68.0,36.0,56.0,64.0,68.0,73.0,53,59,53,65,70,77,Zagueiro
6302,J. Mary,69,69,1400000.0,7000.0,28,186,83,3,2,,71.0,68.0,51.0,64.0,21.0,67.0,59,55,70,71,62,83,Atacante
6305,T. Pobega,69,80,3100000.0,12000.0,21,188,78,4,3,,65.0,67.0,64.0,68.0,65.0,69.0,66,61,65,65,73,69,Meio campo
6306,A. Rogel,69,76,2600000.0,3000.0,23,190,84,2,2,,45.0,34.0,48.0,55.0,68.0,76.0,42,59,32,76,64,82,Zagueiro
6307,Riccieli,69,79,2900000.0,4000.0,22,184,80,3,2,6700000.0,54.0,33.0,49.0,56.0,69.0,74.0,39,62,34,89,69,74,Zagueiro
6309,Patrick William,69,77,2900000.0,4000.0,24,186,78,3,2,,57.0,64.0,63.0,56.0,68.0,75.0,60,73,33,87,73,77,Zagueiro
6310,A. Soñora,69,76,2800000.0,6000.0,22,171,65,3,3,4800000.0,69.0,54.0,74.0,74.0,55.0,60.0,77,82,61,57,61,56,Meio campo
6311,P. Cornud,69,75,2100000.0,4000.0,24,177,73,3,3,3800000.0,78.0,57.0,65.0,64.0,62.0,70.0,58,56,59,64,83,65,Zagueiro
6312,D. Nemeth,69,76,2600000.0,8000.0,20,191,89,4,2,5200000.0,60.0,29.0,43.0,40.0,70.0,79.0,35,58,40,78,70,90,Zagueiro
6314,S. Marković,69,80,2900000.0,500.0,21,185,76,3,2,6700000.0,72.0,45.0,54.0,58.0,70.0,70.0,49,75,30,73,75,67,Zagueiro
6316,Bruno Duarte,69,74,2100000.0,6000.0,25,183,80,3,3,4600000.0,69.0,68.0,60.0,67.0,26.0,68.0,62,62,69,64,70,72,Atacante
6317,A. Andrade,69,76,2600000.0,10000.0,22,187,78,3,2,,74.0,51.0,59.0,64.0,68.0,76.0,56,67,59,71,80,76,Zagueiro
6319,Ismael Casas,69,80,2900000.0,3000.0,20,174,62,3,2,5200000.0,83.0,37.0,62.0,66.0,62.0,67.0,54,63,67,68,79,61,Zagueiro
6321,Ramón Enríquez,69,81,3300000.0,4000.0,20,173,68,3,3,5900000.0,70.0,62.0,70.0,67.0,57.0,64.0,67,58,63,63,72,61,Meio campo
6322,F. Pérez,69,80,3100000.0,6000.0,21,170,65,4,2,5300000.0,69.0,61.0,66.0,68.0,64.0,64.0,70,55,58,65,75,55,Meio campo
6324,D. Sigér,69,69,1300000.0,550.0,30,175,70,3,2,2900000.0,64.0,60.0,61.0,64.0,64.0,74.0,62,55,71,60,88,69,Meio campo
6325,S. Pierotti,69,79,3000000.0,5000.0,20,187,82,3,3,5100000.0,70.0,69.0,68.0,71.0,57.0,68.0,68,72,74,61,60,76,Meio campo
6326,G. Kyriakopoulos,69,74,1900000.0,13000.0,25,182,76,2,2,3400000.0,70.0,48.0,59.0,65.0,66.0,69.0,31,50,45,71,69,68,Zagueiro
6329,G. Sepúlveda,69,77,2900000.0,16000.0,22,182,78,3,2,5500000.0,67.0,36.0,48.0,51.0,70.0,72.0,29,62,28,73,67,75,Zagueiro
6331,F. Calderón,69,74,1900000.0,6000.0,23,187,80,3,2,3000000.0,60.0,32.0,45.0,52.0,68.0,80.0,37,65,37,80,72,83,Zagueiro
6332,Francés,69,82,3000000.0,1000.0,18,180,70,4,2,6700000.0,69.0,33.0,59.0,59.0,70.0,68.0,48,60,49,71,65,68,Zagueiro
6336,S. Pavlović,69,80,2900000.0,13000.0,20,194,84,3,2,6100000.0,62.0,43.0,50.0,62.0,68.0,75.0,31,68,34,62,63,84,Zagueiro
6337,F. Chafaï,69,69,950000.0,9000.0,31,182,75,3,2,1600000.0,42.0,44.0,46.0,46.0,69.0,81.0,39,53,29,89,86,81,Zagueiro
6338,J. Recalde,69,69,1400000.0,750.0,29,178,83,4,2,3100000.0,67.0,71.0,49.0,67.0,21.0,63.0,48,60,69,61,70,70,Atacante
6340,F. Paredes,69,76,2700000.0,6000.0,22,175,73,3,3,4600000.0,78.0,39.0,62.0,69.0,66.0,71.0,61,69,59,73,71,69,Zagueiro
6342,E. Touré,69,80,3000000.0,8000.0,19,185,72,3,3,6600000.0,73.0,70.0,54.0,68.0,22.0,66.0,59,60,69,65,64,73,Atacante
6344,P. Kalulu,69,82,3300000.0,11000.0,21,184,69,3,2,7700000.0,72.0,36.0,58.0,61.0,70.0,64.0,49,63,47,76,60,64,Zagueiro
6346,D. Petrovič,69,75,2200000.0,12000.0,23,179,75,3,2,3700000.0,69.0,55.0,69.0,68.0,58.0,68.0,72,63,62,69,73,67,Meio campo
6347,R. Hatate,69,74,2000000.0,5000.0,23,171,70,3,2,2800000.0,66.0,63.0,68.0,69.0,64.0,70.0,65,64,63,74,73,71,Zagueiro
6349,A. Oliveros,69,78,3000000.0,6000.0,22,183,79,3,2,5700000.0,61.0,35.0,63.0,66.0,68.0,69.0,62,72,64,68,69,72,Zagueiro
6352,M. Dárdai,69,83,3100000.0,9000.0,19,188,77,4,2,7200000.0,65.0,32.0,63.0,56.0,71.0,69.0,64,68,31,72,64,75,Zagueiro
6353,O. Syrota,69,79,2900000.0,500.0,21,189,74,2,2,7000000.0,69.0,22.0,38.0,45.0,71.0,73.0,26,60,29,74,81,72,Zagueiro
6355,A. Theate,69,80,2900000.0,4000.0,21,184,79,3,2,,73.0,40.0,52.0,53.0,67.0,79.0,43,65,23,68,70,84,Zagueiro
6357,P. Ba,69,69,1400000.0,6000.0,28,174,68,3,2,2500000.0,72.0,72.0,52.0,67.0,26.0,68.0,68,61,74,70,76,77,Atacante
6359,E. Lira,69,83,3400000.0,5000.0,21,170,70,3,2,7900000.0,75.0,57.0,66.0,66.0,60.0,61.0,63,49,58,61,79,50,Meio campo
6360,M. Trmal,69,79,2700000.0,3000.0,22,192,80,3,1,6200000.0,,,,,,,31,25,5,31,17,60,Goleiro
6361,S. Naveda,69,82,3300000.0,15000.0,20,176,74,3,2,7700000.0,70.0,59.0,65.0,71.0,68.0,71.0,66,63,63,75,83,67,Meio campo
6364,V. Lisakovich,69,77,3100000.0,20000.0,23,179,73,5,3,5600000.0,77.0,69.0,58.0,71.0,21.0,57.0,56,55,64,66,61,64,Atacante
6366,C. Matsima,69,81,3100000.0,10000.0,19,193,80,3,2,6500000.0,55.0,34.0,48.0,55.0,69.0,71.0,44,70,41,73,54,81,Zagueiro
6367,Caio Alexandre,69,75,2200000.0,4000.0,22,174,66,3,2,3600000.0,68.0,62.0,66.0,73.0,64.0,64.0,69,72,56,60,75,57,Meio campo
6369,M. Vulic,69,74,2100000.0,6000.0,24,183,76,3,2,3800000.0,64.0,64.0,69.0,68.0,57.0,59.0,65,64,70,69,69,56,Meio campo
6373,J. van Hecke,69,79,2900000.0,16000.0,21,189,80,3,2,,52.0,46.0,54.0,58.0,70.0,72.0,45,63,34,76,62,76,Zagueiro
6375,S. Sow,69,81,3000000.0,4000.0,18,185,78,3,2,6600000.0,63.0,41.0,54.0,60.0,69.0,66.0,49,67,42,72,50,75,Zagueiro
6377,Y. Irrazábal,69,69,450000.0,500.0,33,181,81,2,1,968000.0,,,,,,,44,37,4,69,24,70,Goleiro
6378,H. Siquet,69,83,3100000.0,2000.0,18,175,66,4,2,6600000.0,75.0,55.0,72.0,66.0,63.0,67.0,71,61,62,73,74,62,Zagueiro
6379,M. Hoppe,69,81,3400000.0,10000.0,20,191,80,4,2,8200000.0,76.0,69.0,52.0,67.0,24.0,60.0,53,60,74,58,65,65,Atacante
6380,F. Vera,69,75,2100000.0,6000.0,23,178,75,3,2,3600000.0,83.0,37.0,53.0,71.0,64.0,67.0,47,49,57,65,83,62,Lateral
6384,Juan Iglesias,69,77,3000000.0,10000.0,22,185,76,3,3,6900000.0,58.0,37.0,54.0,59.0,71.0,57.0,44,59,57,56,55,57,Zagueiro
6385,V. Szilágyi,69,69,1400000.0,5000.0,28,176,74,4,3,1800000.0,76.0,71.0,51.0,69.0,22.0,69.0,43,80,75,83,82,63,Atacante
6387,Kaio Jorge,69,82,3300000.0,19000.0,19,182,71,3,2,7500000.0,77.0,68.0,52.0,73.0,23.0,62.0,41,63,66,68,69,63,Atacante
6388,Léo Ceará,69,72,1800000.0,7000.0,26,178,78,3,3,2500000.0,67.0,75.0,52.0,67.0,20.0,64.0,53,69,72,65,58,74,Atacante
6389,M. Bulat,69,84,3300000.0,500.0,19,178,68,3,3,9300000.0,68.0,65.0,73.0,71.0,59.0,69.0,72,76,56,66,75,67,Meio campo
6392,A. Douvikas,69,79,3200000.0,7000.0,21,186,76,3,2,5400000.0,77.0,68.0,59.0,68.0,34.0,64.0,55,56,71,71,70,63,Atacante
6394,J. Gorter,69,80,2700000.0,4000.0,21,190,81,2,1,4300000.0,,,,,,,62,53,14,62,43,57,Goleiro
6395,S. Beukema,69,79,2900000.0,4000.0,22,188,78,3,2,4900000.0,59.0,55.0,52.0,58.0,71.0,70.0,41,64,53,76,64,75,Zagueiro
6396,Carles Soria,69,75,2100000.0,3000.0,24,170,70,3,2,4800000.0,79.0,37.0,52.0,61.0,65.0,64.0,35,60,56,57,72,62,Zagueiro
6397,Daniel Figueira,69,77,2700000.0,2000.0,22,189,82,3,1,6200000.0,,,,,,,45,36,9,40,24,68,Goleiro
6398,D. Čolina,69,81,3200000.0,500.0,20,174,68,2,2,7700000.0,83.0,38.0,48.0,63.0,66.0,55.0,47,55,51,65,74,46,Zagueiro
6399,Guilherme Ramos,69,76,2600000.0,9000.0,23,191,82,3,2,5200000.0,54.0,33.0,46.0,45.0,69.0,74.0,38,67,28,67,61,79,Zagueiro
6400,Matheus Thuler,69,76,2600000.0,9000.0,22,186,86,2,2,5700000.0,65.0,33.0,43.0,51.0,68.0,75.0,35,57,32,77,68,82,Zagueiro
6401,A. Zorgane,69,79,3100000.0,6000.0,21,184,81,5,3,5300000.0,63.0,67.0,65.0,67.0,64.0,78.0,67,69,60,68,80,80,Meio campo
6402,A. Silyanov,69,78,2900000.0,13000.0,20,186,85,2,2,5200000.0,71.0,34.0,58.0,59.0,65.0,71.0,44,57,47,63,76,74,Zagueiro
6404,B. Ogbeche,68,68,400000.0,600.0,36,179,82,4,3,540000.0,63.0,72.0,52.0,64.0,34.0,77.0,46,68,75,82,70,81,Atacante
6405,J. Defoe,68,68,400000.0,16000.0,38,171,65,4,3,720000.0,55.0,74.0,58.0,72.0,26.0,42.0,61,79,77,68,34,35,Atacante
6406,C. Gordon,68,68,130000.0,2000.0,38,193,83,3,1,228000.0,,,,,,,40,48,16,66,25,65,Goleiro
6408,A. Walke,68,68,130000.0,5000.0,38,189,88,3,1,195000.0,,,,,,,64,30,9,70,38,70,Goleiro
6409,Kim Young Kwang,68,68,130000.0,1000.0,38,183,87,3,1,163000.0,,,,,,,68,63,11,67,30,63,Goleiro
6411,E. Ruud,68,68,275000.0,2000.0,37,182,76,3,2,344000.0,56.0,64.0,70.0,65.0,65.0,72.0,67,68,60,74,70,72,Zagueiro
6412,A. Papadopoulos,68,68,220000.0,500.0,36,184,79,3,2,462000.0,48.0,52.0,56.0,57.0,67.0,72.0,42,62,37,73,54,78,Zagueiro
6413,R. Stearman,68,68,575000.0,6000.0,33,191,76,2,2,1100000.0,35.0,36.0,47.0,45.0,68.0,69.0,36,51,28,74,48,77,Zagueiro
6415,C. Săpunaru,68,68,220000.0,3000.0,37,187,81,3,2,297000.0,38.0,67.0,64.0,66.0,66.0,76.0,69,56,67,70,66,76,Zagueiro
6416,R. Lindgren,68,68,220000.0,2000.0,36,180,69,4,2,275000.0,34.0,61.0,64.0,63.0,69.0,71.0,58,69,52,43,71,73,Zagueiro
6419,E. Culio,68,68,375000.0,5000.0,37,176,78,4,3,525000.0,40.0,66.0,70.0,66.0,61.0,73.0,72,83,65,72,67,71,Meio campo
6420,J. Young,68,68,130000.0,750.0,35,180,83,2,1,163000.0,,,,,,,48,48,12,64,38,73,Goleiro
6421,Park Chu Young,68,68,525000.0,2000.0,35,182,75,4,3,656000.0,57.0,68.0,69.0,69.0,37.0,59.0,75,68,73,83,41,68,Atacante
6422,F. Öztürk,68,68,210000.0,15000.0,34,191,86,2,1,420000.0,,,,,,,32,55,12,68,39,79,Goleiro
6423,C. Kazim-Richards,68,68,575000.0,7000.0,34,187,95,1,3,1100000.0,54.0,71.0,66.0,62.0,34.0,79.0,63,58,66,82,58,90,Atacante
6424,S. Hagen,68,68,325000.0,2000.0,35,185,80,3,2,406000.0,33.0,35.0,52.0,45.0,69.0,69.0,46,68,34,73,58,78,Zagueiro
6425,S. Kaya,68,68,1000000.0,6000.0,30,183,80,2,2,2000000.0,59.0,38.0,56.0,56.0,67.0,73.0,53,68,50,80,67,76,Zagueiro
6426,R. Riou,68,68,400000.0,2000.0,33,189,81,1,1,700000.0,,,,,,,39,48,18,61,32,75,Goleiro
6427,K. Vermeer,68,68,130000.0,2000.0,35,181,78,4,1,189000.0,,,,,,,66,64,19,79,35,57,Goleiro
6428,T. Elyounoussi,68,68,775000.0,2000.0,33,172,66,4,4,969000.0,73.0,68.0,65.0,73.0,43.0,59.0,73,72,74,80,66,54,Atacante
6429,J. Fejzić,68,68,130000.0,2000.0,35,198,95,2,1,189000.0,,,,,,,32,12,8,49,27,75,Goleiro
6430,L. Peltier,68,68,450000.0,11000.0,34,177,73,2,2,855000.0,57.0,38.0,59.0,61.0,71.0,67.0,57,63,56,79,56,66,Zagueiro
6431,D. Simpson,68,68,450000.0,12000.0,34,176,80,3,2,855000.0,52.0,38.0,61.0,66.0,74.0,60.0,63,66,58,77,33,65,Zagueiro
